1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,OverallQual_GrLivArea,TotalBsmtSF_1stFlrSF
5.6258634623653485,534.0,3.0,0,1042,75.04796410839509,1928.0,8.915892880627954,6240,52.0,0.0,0,6,5,325.5171212743708,1928,1950,149000,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,7880,1085764
5.2975728962117365,701.0,3.0,0,783,119.83077211645666,2005.0,8.777551731232364,10237,65.0,0.0,72,5,6,252.88707260194715,2005,2007,178900,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,8904,613089
5.792869963489998,0.0,2.0,833,343,160.51761750859322,2003.0,8.303230055065136,10083,67.0,0.0,41,5,7,362.34606186286567,2003,2003,184900,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,8400,1411200
5.047670054329511,625.0,2.0,0,625,153.8612847660509,2006.0,8.392687211488099,4251,35.0,0.0,54,5,7,207.38829050899767,2006,2007,164700,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,8750,390625
6.360519319366147,0.0,3.0,1406,496,163.46205176894367,1959.0,9.36016043755654,17500,100.0,0.0,207,8,7,555.6493946172001,1959,2002,335000,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,13314,3617604
5.62361294324609,0.0,2.0,0,0,121.6303161672067,1949.0,7.995862957979383,8544,69.0,1.7048101941816451,0,4,3,20.57552484512091,1949,1950,87500,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,3120,0
6.065111582616743,0.0,3.0,0,1502,182.16705169607016,2009.0,8.805136484505047,9541,79.0,1.6712682283328304,114,5,7,450.2861559180937,2009,2009,233170,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,10514,2256004
5.820461922698751,0.0,3.0,0,1228,87.66741133246458,1966.0,8.353677280674669,8544,69.0,0.0,65,6,5,376.52171301689043,1966,2006,149350,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,6140,1507984
5.6191006782763235,0.0,3.0,375,457,92.25287284458906,1949.0,8.424207087059738,12144,60.0,0.0,28,7,5,266.79565594806746,1949,1950,133000,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,6340,861952
5.4092040683326355,0.0,2.0,468,396,0.0,1980.0,7.611687270113961,5604,67.0,0.0,0,6,5,275.8331982424313,1925,1950,98000,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,4320,746496
6.208522659323608,0.0,3.0,625,0,174.43165776527468,1980.0,9.073236130004283,10240,79.0,1.5909095952727057,131,6,6,499.05826059914386,1980,1980,207500,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,10116,2842596
6.158713261988982,0.0,3.0,1116,165,144.4152134780294,1993.0,8.979831317814236,9991,69.0,0.0,78,4,4,390.9081847649057,1976,1993,150000,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,6480,2075220
5.401251490545365,0.0,2.0,685,173,165.66493935529013,1983.0,7.597549911460492,7252,69.0,0.0,0,5,5,274.14130933267126,1982,1982,134900,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,4290,736164
5.889922535268067,0.0,2.0,0,1293,164.68644685861508,2006.0,8.481095999000955,7200,60.0,0.0,121,5,7,394.1571477945252,2006,2006,187750,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,9107,1682193
6.067568855087665,0.0,2.0,1024,481,148.15522724014255,1953.0,8.809708760096369,12160,128.0,1.4999082298614321,0,4,6,451.08591869816604,1953,1953,149500,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,9030,2265025
5.4092040683326355,0.0,3.0,0,864,90.09983685730504,1972.0,7.611687270113961,9353,71.0,0.0,0,5,4,275.8331982424313,1970,1970,116050,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,3456,746496
5.816553697873471,0.0,2.0,1086,0,153.8612847660509,1979.0,8.346525957748533,7018,64.0,1.674968093161011,0,5,5,337.6601134469658,1979,1979,153337,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,6120,1329264
5.964039670124854,0.0,3.0,1064,319,109.72218625162157,1954.0,8.617721135505732,13284,69.0,0.0,116,5,5,418.43049159887875,1954,1954,165000,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,6915,1912689
5.344201198230747,0.0,3.0,641,175,85.76774521523288,1982.0,7.49636679428396,6600,60.0,0.0,0,9,5,262.26358110370165,1982,2008,130500,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,4080,665856
5.929276544198044,0.0,3.0,1309,35,215.4499364906813,1997.0,8.553554588537333,7060,78.0,1.6281473754895364,0,5,7,407.93201320106436,1997,1998,206300,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,9408,1806336
5.177090851736544,689.0,2.0,0,689,156.82512022356187,2007.0,8.632327397536708,3604,34.0,0.0,102,5,7,225.94724518622183,2007,2007,146000,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,9744,484367
5.651480022824979,0.0,3.0,0,1065,137.1404103395536,1974.0,8.04622125635696,8892,80.0,1.4459618183342775,0,5,5,331.87092307749595,1960,1960,126500,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,5325,1134225
5.109033297450682,589.0,3.0,0,661,159.7801920994194,1985.0,8.392687211488099,5362,53.0,0.0,0,6,5,217.85085317458325,1910,2003,139000,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,6250,436921
5.228151626950077,716.0,2.0,0,736,0.0,1980.0,8.727858887489663,4456,33.0,0.0,0,5,4,239.46168561756238,1920,2008,113000,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,5808,541696
4.951554132364407,524.0,2.0,0,572,0.0,1980.0,8.107398605164615,9600,60.0,0.0,8,5,6,191.86859521785115,1924,1950,79000,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,6576,327184
6.003113307764491,0.0,3.0,0,1428,141.91336420071806,2007.0,8.690023826282507,11639,95.0,0.0,120,5,7,430.5075868496436,2007,2008,182000,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,9996,2039184
5.283108904013746,885.0,3.0,219,554,129.54960413097726,1995.0,9.03396583640647,8000,69.0,0.0,84,5,6,250.03774167139153,1995,1996,188000,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,9948,597529
5.4092040683326355,0.0,3.0,398,317,200.341037174406,1980.0,7.611687270113961,7200,60.0,0.0,0,8,5,275.8331982424313,1950,2002,129000,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,4320,746496
5.515817475657694,980.0,5.0,0,686,0.0,1980.0,9.392948950798111,7082,69.0,0.0,0,8,5,225.0814359875131,1916,1995,160000,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,9640,650328
6.09351952121002,0.0,3.0,0,1319,137.39226861047038,1962.0,8.858041220475021,8400,80.0,1.6534089513354984,36,9,6,401.1862753936449,1962,2005,174000,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,9222,2027303
5.428879212887148,984.0,4.0,0,879,186.01559747932833,2006.0,9.310313020597786,14054,58.0,0.0,17,5,7,280.0576819109211,2006,2006,219210,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,13041,772641
5.6077538968979255,981.0,3.0,765,252,222.00871906683275,2008.0,9.49049487002618,11003,85.0,1.593872757536045,52,5,10,318.59468774048514,2008,2008,310000,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,20070,1043442
6.2850955706019835,0.0,2.0,1567,225,236.4286287581147,2003.0,9.217426914488138,11846,72.0,1.7318747695259518,49,5,9,526.9136345398884,2003,2004,374000,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,16128,3211264
5.539995790651848,0.0,2.0,0,968,141.91336420071806,1935.0,7.845347077807403,8520,60.0,0.0,0,6,5,304.9761601420068,1923,2006,100000,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,4840,937024
6.073286059224438,1142.0,4.0,619,435,176.1282516707121,1968.0,10.193203223201436,11029,69.0,1.642417693051199,65,7,6,328.8338980746508,1968,1984,250000,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,15924,1593648
5.530376639776271,0.0,0.0,648,0,112.327993598248,1965.0,7.828088657930846,10246,69.0,0.0,0,9,4,214.07974174714417,1965,2001,145000,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3840,622080
6.080603210497381,0.0,3.0,0,1237,237.8168975722694,1988.0,10.296422431020286,13500,75.0,0.0,502,9,10,378.9690117620047,1893,2000,325000,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,27750,1881477
6.468102802646986,574.0,3.0,0,2153,194.15341830062843,2006.0,10.182445020595924,13693,105.0,1.7318747695259518,84,5,9,595.1239129135696,2006,2006,380000,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,23787,4454557
6.178541107284273,0.0,2.0,1373,221,142.414288729487,2004.0,9.016976615035393,3842,44.0,1.6068991795562189,53,5,8,474.7418359270847,2004,2005,275000,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,13168,2623724
5.887135160855473,0.0,3.0,1258,40,122.40023763396259,1985.0,8.475971218130237,11200,69.0,1.4901373498154593,26,5,6,395.50999140771273,1985,1985,180000,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,7788,1684804
6.2144449975169085,0.0,3.0,0,1694,213.5704198306708,2008.0,9.084362369163044,10475,64.0,1.4613241852202665,33,5,8,501.166444896098,2008,2008,245350,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,13552,2869636
5.527961052419447,0.0,2.0,498,460,95.73401051358923,1960.0,7.82375651411704,12772,69.0,0.0,0,8,6,302.1883695774991,1960,1998,151500,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,5748,917764
5.576633916803029,0.0,3.0,784,141,95.4669808583589,1962.0,7.911189277719234,10205,69.0,0.0,72,5,5,292.96745249067914,1962,1962,134500,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,4995,924075
5.293250483921097,240.0,2.0,0,780,0.0,1980.0,7.95489092306034,6342,54.0,0.0,0,8,5,252.03266925197818,1875,1996,94000,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,5100,608400
5.341421915314786,860.0,3.0,533,281,186.7358223607918,2000.0,9.056469010070494,7500,69.0,0.0,96,5,7,261.696433420885,2000,2000,216000,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,11718,662596
6.495193200082325,0.0,2.0,1696,413,228.3053656098486,1995.0,9.616758992570015,10437,91.0,1.7318747695259518,46,6,8,595.1239129135696,1995,1995,350000,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,16904,4456317
5.708738676567381,912.0,4.0,156,692,159.53426523726424,1976.0,9.518328140380461,12046,69.0,1.6863917025339314,224,6,6,271.3187961691725,1976,1976,195000,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,12180,948064
5.049415153566717,591.0,3.0,0,626,92.25287284458906,1980.0,8.333967056044571,10762,75.0,0.0,28,6,6,207.6797520859783,1980,1980,120000,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,7302,391876
5.874053346772655,885.0,3.0,0,1284,182.88960564459137,2002.0,9.681471183590814,9375,69.0,1.5826767342460195,87,5,8,391.7207097246716,2002,2002,228500,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,17352,1648656
5.553110772041656,871.0,3.0,595,378,138.6504643394756,1994.0,9.29351557794421,29959,69.0,0.0,98,6,7,306.3689561545858,1994,1994,248000,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,12950,952567
5.735975562177874,0.0,3.0,25,247,105.00607295198365,1962.0,8.199509518118328,9204,71.0,0.0,88,5,5,353.5914067159178,1963,1963,124000,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,5720,1308736
6.066750235286286,0.0,2.0,16,1330,131.07331574305783,2005.0,8.808185461392094,3182,43.0,1.1459345954259503,20,5,7,408.47112843690604,2005,2006,191000,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,10528,2024384
5.897328472691379,0.0,3.0,663,0,142.91493455390565,1974.0,8.494717041594381,10140,78.0,1.5160271103135905,0,6,6,324.9639505473519,1974,1999,181000,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,7854,1361360
5.169175190658653,560.0,2.0,204,356,90.09983685730504,1939.0,8.406739568972426,9060,60.0,0.0,0,5,6,188.3341376986174,1939,1950,105000,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,7548,390880
5.997965525690161,0.0,3.0,0,978,91.7154013317846,1960.0,8.680487390826855,12342,69.0,0.0,0,5,5,307.76102516074513,1960,1978,139900,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,7110,1390716
6.015052461645927,0.0,4.0,608,834,95.73401051358923,1958.0,8.712154191405482,9750,75.0,1.65707076028498,0,6,6,434.2571343334785,1958,1958,157900,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,8652,2079364
5.275816383602659,432.0,3.0,352,416,79.1996295026166,1946.0,8.303230055065136,11767,70.0,0.0,0,6,5,248.61165361224838,1946,1995,130500,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,6000,589824
5.5219030011287105,711.0,3.0,0,953,136.88847858567462,2000.0,9.042424369965273,8121,69.0,0.0,40,5,6,300.79336614050635,2000,2000,172400,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,9984,908209
5.943642474188653,0.0,3.0,384,0,164.68644685861508,1962.0,8.580053275952103,7134,60.0,0.0,50,5,5,135.44701626540774,1955,1955,130000,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,6800,522240
5.183388572302814,707.0,3.0,0,707,122.40023763396259,2004.0,8.667723049113837,9056,74.0,0.0,35,5,8,231.1339442630322,2004,2004,178000,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,11312,499849
5.927470423848964,0.0,3.0,251,491,136.13224051227618,1967.0,8.550224929126061,9790,69.0,0.0,0,5,6,415.4724055950302,1967,1967,161500,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,8052,1841224
5.31187865580756,325.0,3.0,507,286,124.19371181048737,1939.0,8.149999485688483,7800,65.0,0.0,0,7,5,255.73265707823288,1939,1950,119900,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,5590,628849
5.76268310992629,1175.0,4.0,503,449,111.28685951396135,1932.0,9.876673834051854,16560,80.0,0.0,0,8,6,300.51427622524665,1932,1950,239000,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,14070,1113840
6.321235619843165,0.0,3.0,705,1139,158.3037372121754,1977.0,9.285731712197473,11751,105.0,1.7318747695259518,122,6,6,540.5187690880375,1977,1977,190000,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,11064,3400336
4.771412205010443,504.0,2.0,387,96,85.76774521523288,1971.0,7.8858938368846445,1680,21.0,1.6502739803044577,0,5,6,165.45490635573023,1971,1971,85400,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,5922,233289
6.1510138013819775,0.0,3.0,1200,410,141.91336420071806,1977.0,8.965420337718632,10603,69.0,1.285636449565245,68,7,6,478.98052439799125,1977,2001,205000,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,9660,2592100
5.6679304233838925,0.0,3.0,336,748,142.91493455390565,1983.0,8.075994497686265,9187,71.0,0.0,0,5,6,337.10925236692515,1983,1983,134000,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,6480,1170720
6.160248218181404,0.0,3.0,1159,90,248.99443504322068,1975.0,8.982705152684588,32463,69.0,1.5826767342460195,0,4,4,382.2293050541326,1961,1975,168000,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,6488,2025878
5.324621594751746,709.0,3.0,714,88,124.9610703046138,1997.0,8.818831954860826,11207,70.0,0.0,75,5,6,258.2905255311834,1997,1997,185000,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,9066,643204
5.74424861602921,0.0,3.0,1014,138,142.91493455390565,1964.0,8.214566361868178,14112,69.0,1.4921430527670272,0,7,5,355.78235344670344,1964,1964,180500,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,5760,1327104
5.468640718265315,648.0,4.0,420,490,90.63888783089318,1950.0,8.889333021928676,13710,75.0,0.0,0,5,5,288.7651047378157,1950,1950,152000,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,7790,828100
5.651480022824979,846.0,3.0,380,397,139.655717370469,1993.0,9.371549823409994,9554,80.0,1.5545412577860143,81,5,8,251.1779272146445,1993,1994,215000,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,15288,827505
5.89455584131368,0.0,2.0,860,132,208.8604710423838,1968.0,8.489616799967235,8712,64.0,0.0,0,7,5,311.65498728136043,1957,2000,153000,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,6530,1295552
5.662468989015496,1063.0,2.0,0,849,111.28685951396135,1910.0,9.645812425149716,8100,90.0,0.0,156,5,5,271.6012003042069,1898,1965,106000,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,10690,912675
6.127664582894348,886.0,4.0,0,1580,173.94644617716452,2004.0,10.004309600916983,11143,102.0,0.0,214,5,8,471.02953244332724,2004,2005,340000,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,19728,2496400
5.673370077423908,649.0,3.0,600,312,131.8341111052994,1962.0,9.13938435047856,9786,77.0,0.0,0,7,6,289.325823497686,1962,1981,159000,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,10404,989520
5.518254999907092,208.0,3.0,0,862,70.29499607360064,1929.0,8.22580545317562,6000,50.0,0.0,0,7,6,275.269369333763,1929,1950,120000,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,6948,818900
6.270242753930352,0.0,3.0,0,0,105.00607295198365,1960.0,9.189401723415402,21750,100.0,1.4684706328725337,0,4,5,20.57552484512091,1960,2006,115000,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,8855,0
5.527961052419447,0.0,2.0,120,958,131.8341111052994,1977.0,7.82375651411704,4928,69.0,0.0,205,5,6,335.4560525811913,1976,1976,128000,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,5748,1032724
6.310210586696555,0.0,3.0,48,1774,213.10014584516696,2007.0,9.26487731082425,11694,90.0,1.7318747695259518,108,5,9,534.7674131036101,2007,2007,314813,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,16452,3330616
5.740118311589451,568.0,3.0,292,476,90.3694290038673,1949.0,9.114748804242055,11409,60.0,0.0,0,4,5,248.61165361224838,1949,2008,131000,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,8580,881664
6.043635568954825,1237.0,3.0,1330,122,232.72049237655406,2008.0,10.25031670073771,14948,67.0,1.6712682283328304,66,5,9,436.9331662471238,2008,2008,446261,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,24417,2143152
5.529169389211994,408.0,3.0,425,459,161.745483520559,1978.0,8.591569820157924,6240,52.0,0.0,0,6,6,281.46419926503984,1931,1950,127500,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,8202,847756
5.4762012808694465,0.0,4.0,299,611,57.71911661049724,1915.0,9.262260469147114,2500,50.0,0.0,0,8,7,288.7651047378157,1915,2005,155000,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,12782,833560
5.792869963489998,0.0,3.0,334,322,152.12823967378384,1995.0,8.303230055065136,11249,105.0,0.0,26,5,6,368.896323274258,1995,1995,177500,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,7200,1440000
5.3959231030703965,0.0,2.0,360,360,186.01559747932833,1991.0,8.61609363151301,12358,69.0,0.0,0,6,5,234.87136135769802,1941,1950,128500,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,6910,614880
5.215957036223388,728.0,3.0,0,728,121.6303161672067,2005.0,8.734117074821603,8029,51.0,0.0,24,5,6,237.1678290480029,2005,2005,176000,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,8736,529984
6.208522659323608,762.0,4.0,1361,88,198.20254353264428,1994.0,9.985637930377925,46589,52.0,1.7318747695259518,76,7,8,484.00856629420724,1994,2005,402000,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,19584,2746494
5.605473096648557,940.0,4.0,0,940,0.0,1980.0,9.43778126368156,8525,55.0,0.0,192,6,5,297.16286021221714,1911,1950,130000,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,9820,962560
5.680949355837305,0.0,3.0,787,305,147.90636024760929,1964.0,8.099581334828493,8250,75.0,1.6668991669045008,0,7,6,339.31208320778626,1964,1964,145000,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,6552,1192464
